state,state_AB,year,state_year,treat,ban_policy,ban_year,total_suicide,gender,median_income,crime_rate,diversity,median_age,pol_aff,education_rate
Colorado,CO,2017,CO2017,1,0,2019,21.000,0.499,88420,368.1,0.317,36.8,0,0.916
Connecticut,CT,2017,CT2017,1,1,2017,11.300,0.486,87620,228,0.333,40.9,0,0.904
Delaware,DE,2017,DE2017,1,0,2018,11.600,0.481,76600,453.4,0.374,40.1,0,0.906
Florida,FL,2017,FL2017,0,0,0,15.300,0.485,62600,408,0.461,42,1,0.884
Georgia,GA,2017,GA2017,0,0,0,13.900,0.481,68370,357.2,0.471,36.8,1,0.87
Hawaii,HI,2017,HI2017,1,0,2018,15.900,0.488,86780,250.6,0.793,39.2,0,0.923
Idaho,ID,2017,ID2017,0,0,0,22.800,0.501,70160,226.4,0.179,36.3,1,0.908
Illinois,IL,2017,IL2017,1,1,2016,11.500,0.489,77790,438.8,0.387,38,1,0.891
Indiana,IN,2017,IN2017,0,0,0,16.400,0.49,69290,399,0.206,37.7,1,0.886
Iowa,IA,2017,IA2017,0,0,0,15.200,0.493,74840,293.4,0.141,38.3,1,0.921
Kansas,KS,2017,KS2017,0,0,0,18.900,0.495,67090,413,0.239,36.7,1,0.91
Kentucky,KY,2017,KY2017,0,0,0,17.200,0.491,58570,225.8,0.151,38.9,1,0.863
Louisiana,LA,2017,LA2017,0,0,0,15.400,0.482,51370,557,0.412,36.8,0,0.851
Maine,ME,2017,ME2017,1,0,2019,20.500,0.489,62870,121,0.063,44.6,1,0.923
Maryland,MD,2017,MD2017,1,0,2018,10.400,0.482,96800,500.2,0.493,38.7,1,0.899
Massachusetts,MA,2017,MA2017,1,0,2019,9.900,0.486,89900,358,0.283,39.5,1,0.908
Michigan,MI,2017,MI2017,0,0,0,14.600,0.49,66510,450,0.247,39.8,1,0.909
Mississippi,MS,2017,MS2017,0,0,0,14.800,0.48,51030,285.7,0.431,37.5,1,0.844
Missouri,MO,2017,MO2017,0,0,0,18.800,0.488,66660,530.3,0.203,38.5,1,0.897
Montana,MT,2017,MT2017,0,0,0,29.600,0.496,67690,377.1,0.135,40,0,0.93
Nebraska,NE,2017,NE2017,0,0,0,14.300,0.498,70260,305.9,0.208,36.5,1,0.913
Nevada,NV,2017,NV2017,1,0,2018,20.900,0.497,68440,555.9,0.511,38,1,0.868
New Hampshire,NH,2017,NH2017,1,0,2019,19.700,0.496,89180,198.7,0.094,43.2,1,0.931
New Jersey,NJ,2017,NJ2017,1,1,2013,8.800,0.486,84000,228.8,0.45,39.8,1,0.899
New Mexico,NM,2017,NM2017,1,1,2017,23.500,0.493,53770,783.5,0.627,37.7,1,0.861
New York,NY,2017,NY2017,1,0,2019,8.500,0.484,72570,356.7,0.448,38.7,0,0.866
North Carolina,NC,2017,NC2017,0,0,0,14.800,0.482,58420,363.7,0.369,38.8,0,0.878
Ohio,OH,2017,OH2017,0,0,0,14.900,0.487,71560,297.5,0.208,39.3,1,0.903
Oklahoma,OK,2017,OK2017,0,0,0,19.200,0.489,61180,456.2,0.341,36.6,1,0.881
Oregon,OR,2017,OR2017,1,1,2015,19.900,0.494,73690,281.8,0.242,39.3,0,0.91
Pennsylvania,PA,2017,PA2017,0,0,0,15.800,0.488,72260,313.3,0.233,40.8,0,0.906
Rhode Island,RI,2017,RI2017,1,1,2017,12.200,0.485,77120,232.2,0.278,39.5,0,0.883
South Carolina,SC,2017,SC2017,0,0,0,16.700,0.48,64310,506.2,0.36,39.4,1,0.874
South Dakota,SD,2017,SD2017,0,0,0,22.000,0.502,67110,433.6,0.175,36.9,1,0.917
Tennessee,TN,2017,TN2017,0,0,0,17.300,0.484,65210,651.5,0.259,38.6,1,0.878
Texas,TX,2017,TX2017,0,0,0,13.300,0.492,70860,438.9,0.581,34.7,1,0.836
Vermont,VT,2017,VT2017,1,1,2016,17.800,0.493,75090,165.8,0.069,42.6,1,0.926
Washington,WA,2017,WA2017,1,0,2018,17.500,0.496,84360,304.5,0.313,37.7,0,0.913
West Virginia,WV,2017,WV2017,0,0,0,21.600,0.490," 55,370.00 ",350.700,0.074,42.400,1,0.871
Wisconsin,WI,2017,WI2017,0,0,0,16.000,0.495," 70,200.00 ",237.500,0.187,39.500,1,0.924
Wyoming,WY,2017,WY2017,0,0,0,27.100,0.509," 74,850.00 ",319.900,0.158,37.500,1,0.929
Alabama,AL,2018,AL2018,0,0,0,16.800,0.481,57720,519.6,0.344,39.3,1,0.866
Alaska,AK,2018,AK2018,0,0,0,25.000,0.503,79450,885,0.399,34.9,0,0.933
Arizona,AZ,2018,AZ2018,0,0,0,20.000,0.492,71990,474.9,0.455,38,1,0.875
Arkansas,AR,2018,AR2018,0,0,0,18.400,0.486,57540,543.6,0.278,38.1,1,0.872
California,CA,2018,CA2018,1,1,2013,11.300,0.494,81480,447.4,0.633,36.7,0,0.838
Colorado,CO,2018,CO2018,1,0,2019,22.500,0.498,84420,397.2,0.32,36.9,0,0.919
Connecticut,CT,2018,CT2018,1,1,2017,11.700,0.485,84160,207.4,0.337,41.1,0,0.909
Delaware,DE,2018,DE2018,1,1,2018,11.700,0.479,75140,423.6,0.379,41.1,0,0.898
Florida,FL,2018,FL2018,0,0,0,16.700,0.484,63160,384.9,0.467,42.2,1,0.885
Georgia,GA,2018,GA2018,0,0,0,14.900,0.481,64520,326.6,0.475,36.8,1,0.876
Hawaii,HI,2018,HI2018,1,1,2018,12.400,0.49,92590,248.6,0.794,39.3,0,0.92
Idaho,ID,2018,ID2018,0,0,0,23.800,0.499,67880,227.1,0.181,36.8,1,0.909
Illinois,IL,2018,IL2018,1,1,2016,11.700,0.49,81080,404.1,0.39,38.3,1,0.895
Indiana,IN,2018,IN2018,0,0,0,16.100,0.489,69230,382.3,0.21,37.8,1,0.89
Iowa,IA,2018,IA2018,0,0,0,15.500,0.496,79430,250.1,0.145,38.1,1,0.923
Kansas,KS,2018,KS2018,0,0,0,19.100,0.495,73900,439,0.24,37.1,1,0.91
Kentucky,KY,2018,KY2018,0,0,0,17.900,0.487,63060,211.9,0.152,39.1,1,0.868
Louisiana,LA,2018,LA2018,0,0,0,15.400,0.482,57760,537.5,0.412,37.3,0,0.858
Maine,ME,2018,ME2018,1,0,2019,20.200,0.485,67810,112.1,0.066,45.1,1,0.93
Maryland,MD,2018,MD2018,1,1,2018,10.800,0.481,99660,468.7,0.497,38.8,1,0.905
Massachusetts,MA,2018,MA2018,1,0,2019,10.700,0.486,99800,338.1,0.292,39.5,1,0.908
Michigan,MI,2018,MI2018,0,0,0,15.500,0.49,69870,449.4,0.25,39.8,1,0.911
Mississippi,MS,2018,MS2018,0,0,0,14.100,0.478,49450,234.4,0.433,37.7,1,0.854
Missouri,MO,2018,MO2018,0,0,0,20.100,0.487,71350,502.1,0.205,38.8,1,0.905
Montana,MT,2018,MT2018,0,0,0,24.900,0.505,66670,374.1,0.139,40.1,0,0.939
Nebraska,NE,2018,NE2018,0,0,0,14.000,0.496,78110,284.8,0.213,36.7,1,0.914
Nevada,NV,2018,NV2018,1,1,2018,21.700,0.498,71510,541.1,0.515,38.2,1,0.869
New Hampshire,NH,2018,NH2018,1,0,2019,20.600,0.494,94020,173.2,0.098,43.1,1,0.931
New Jersey,NJ,2018,NJ2018,1,1,2013,8.700,0.486,85740,208.1,0.453,40,0,0.902
New Mexico,NM,2018,NM2018,1,1,2017,25.500,0.491,55810,856.6,0.631,38.1,1,0.854
New York,NY,2018,NY2018,1,0,2019,8.800,0.484,77760,350.5,0.447,39,0,0.871
North Carolina,NC,2018,NC2018,0,0,0,14.400,0.481,61690,377.6,0.371,38.9,0,0.882
Ohio,OH,2018,OH2018,0,0,0,15.700,0.489,71240,279.9,0.212,39.5,1,0.907
Oklahoma,OK,2018,OK2018,0,0,0,20.000,0.49,62920,466.1,0.347,36.7,1,0.884
Oregon,OR,2018,OR2018,1,1,2015,20.100,0.494,79950,285.5,0.248,39.6,0,0.905
Pennsylvania,PA,2018,PA2018,0,0,0,15.700,0.487,74580,306,0.237,40.8,0,0.91
Rhode Island,RI,2018,RI2018,1,1,2017,10.000,0.486,71970,219.1,0.285,40,0,0.891
South Carolina,SC,2018,SC2018,0,0,0,15.900,0.48,66400,488.3,0.362,39.7,1,0.884
South Dakota,SD,2018,SD2018,0,0,0,18.900,0.501,68730,404.7,0.184,37.2,1,0.923
Tennessee,TN,2018,TN2018,0,0,0,17.100,0.485,64800,623.7,0.262,38.9,1,0.878
Texas,TX,2018,TX2018,0,0,0,13.700,0.492,69100,410.9,0.586,34.9,1,0.84
Vermont,VT,2018,VT2018,1,1,2016,20.000,0.494,80990,172,0.071,43.1,1,0.935
Washington,WA,2018,WA2018,1,1,2018,16.600,0.497,92150,311.5,0.321,37.7,0,0.916
West Virginia,WV,2018,WV2018,0,0,0,21.900,0.493," 58,460.00 ",289.900,0.075,42.800,1,0.878
Wisconsin,WI,2018,WI2018,0,0,0,15.300,0.495," 72,290.00 ",212.200,0.191,39.600,1,0.921
Wyoming,WY,2018,WY2018,0,0,0,25.400,0.504," 72,390.00 ",295.400,0.158,38.500,1,0.933
Alabama,AL,2019,AL2019,0,0,0,16.400,0.481,64010,510.8,0.346,39.4,1,0.871
Alaska,AK,2019,AK2019,0,0,0,28.700,0.507,89290,867.1,0.4,35,1,0.936
Arizona,AZ,2019,AZ2019,0,0,0,19.500,0.493,80500,455.3,0.458,38.3,1,0.876
Arkansas,AR,2019,AR2019,0,0,0,18.200,0.484,62120,584.6,0.279,38.8,1,0.875
California,CA,2019,CA2019,1,1,2013,11.200,0.494,88960,441.2,0.636,37,0,0.84
Colorado,CO,2019,CO2019,1,1,2019,22.800,0.501,82580,381,0.322,37.1,0,0.924
Connecticut,CT,2019,CT2019,1,1,2017,12.200,0.487,99420,183.6,0.343,41.2,0,0.907
Delaware,DE,2019,DE2019,1,1,2018,11.400,0.482,84510,422.6,0.386,41.4,0,0.903
Florida,FL,2019,FL2019,0,0,0,16.100,0.485,66480,378.4,0.47,42.4,1,0.884
Georgia,GA,2019,GA2019,0,0,0,14.900,0.482,64500,340.7,0.48,37.2,1,0.879
Hawaii,HI,2019,HI2019,1,1,2018,15.800,0.488,100200,285.5,0.796,39.6,0,0.924
Idaho,ID,2019,ID2019,0,0,0,20.400,0.499,75160,223.8,0.184,36.9,1,0.915
Illinois,IL,2019,IL2019,1,1,2016,11.300,0.487,84740,406.9,0.391,38.6,1,0.898
Indiana,IN,2019,IN2019,0,0,0,14.400,0.49,75960,370.8,0.214,38,1,0.896
Iowa,IA,2019,IA2019,0,0,0,16.700,0.495,75240,266.6,0.147,38.5,1,0.926
Kansas,KS,2019,KS2019,0,0,0,18.000,0.49,83320,410.8,0.243,37.2,0,0.918
Kentucky,KY,2019,KY2019,0,0,0,16.900,0.49,63400,217.1,0.155,39.2,0,0.872
Louisiana,LA,2019,LA2019,0,0,0,15.100,0.481,58890,549.3,0.412,37.7,0,0.86
Maine,ME,2019,ME2019,1,1,2019,20.500,0.484,75800,115.2,0.068,45.1,0,0.932
Maryland,MD,2019,MD2019,1,1,2018,10.900,0.48,108900,454.1,0.501,39,1,0.904
Massachusetts,MA,2019,MA2019,1,1,2019,9.400,0.486,99900,327.6,0.295,39.7,1,0.913
Michigan,MI,2019,MI2019,0,0,0,14.700,0.49,73030,437.4,0.251,39.8,0,0.914
Mississippi,MS,2019,MS2019,0,0,0,14.600,0.475,51010,277.9,0.434,38.3,1,0.853
Missouri,MO,2019,MO2019,0,0,0,18.600,0.487,69020,495,0.206,38.9,1,0.907
Montana,MT,2019,MT2019,0,0,0,27.000,0.499,68560,404.9,0.139,40.5,0,0.942
Nebraska,NE,2019,NE2019,0,0,0,16.000,0.497,83230,300.9,0.215,36.8,1,0.92
Nevada,NV,2019,NV2019,1,1,2018,20.800,0.497,80760,493.8,0.522,38.4,0,0.869
New Hampshire,NH,2019,NH2019,1,1,2019,18.800,0.494,98980,152.5,0.102,43,1,0.933
New Jersey,NJ,2019,NJ2019,1,1,2013,8.600,0.487,99920,206.9,0.455,40.2,0,0.903
New Mexico,NM,2019,NM2019,1,1,2017,24.500,0.488,60500,832.2,0.633,38.6,0,0.859
New York,NY,2019,NY2019,1,1,2019,8.800,0.484,81840,358.6,0.448,39.2,0,0.876
North Carolina,NC,2019,NC2019,0,0,0,12.900,0.48,69660,371.8,0.373,39.1,0,0.886
Ohio,OH,2019,OH2019,0,0,0,15.400,0.489,73650,293.2,0.214,39.6,1,0.908
Oklahoma,OK,2019,OK2019,0,0,0,20.600,0.49,67650,431.8,0.35,37,1,0.884
Oregon,OR,2019,OR2019,1,1,2015,21.500,0.492,84760,284.4,0.25,39.7,0,0.914
Pennsylvania,PA,2019,PA2019,0,0,0,14.800,0.487,80390,306.4,0.24,40.8,0,0.91
Rhode Island,RI,2019,RI2019,1,1,2017,11.600,0.489,79900,221.1,0.295,40.1,0,0.893
South Carolina,SC,2019,SC2019,0,0,0,16.500,0.477,70650,511.3,0.363,39.9,1,0.883
South Dakota,SD,2019,SD2019,0,0,0,20.600,0.504,73190,399,0.181,37.7,1,0.921
Tennessee,TN,2019,TN2019,0,0,0,17.800,0.484,64500,595.2,0.264,39,1,0.88
Texas,TX,2019,TX2019,0,0,0,13.400,0.491,76820,418.9,0.589,35.1,1,0.846
Vermont,VT,2019,VT2019,1,1,2016,17.600,0.494,84630,202.2,0.072,42.8,1,0.931
Washington,WA,2019,WA2019,1,1,2018,16.600,0.497,93910,293.9,0.325,37.9,0,0.917
West Virginia,WV,2019,WV2019,0,0,0,18.400,0.491," 61,170.00 ",316.600,0.075,42.900,1,0.871
Wisconsin,WI,2019,WI2019,0,0,0,14.500,0.493," 74,190.00 ",217.400,0.190,39.900,1,0.928
Wyoming,WY,2019,WY2019,0,0,0,29.400,0.509," 76,720.00 ",293.200,0.162,38.100,1,0.945
Alabama,AL,2020,AL2020,0,0,0,16.100,0.481,61650,453.5579572,0.351,39.2,1,0.87
Alaska,AK,2020,AK2020,0,0,0,27.900,0.5095,84260,837.8490012,0.4105,34.6,1,0.93
Arizona,AZ,2020,AZ2020,0,0,0,18.400,0.494,75620,484.8141207,0.4685,37.9,1,0.88
Arkansas,AR,2020,AR2020,0,0,0,19.200,0.487,57240,671.9304463,0.298,38.3,1,0.87
California,CA,2020,CA2020,1,1,2013,10.500,0.4955,87530,442.0485044,0.647,36.7,0,0.84
Colorado,CO,2020,CO2020,1,1,2019,22.400,0.5015,94440,423.0576583,0.3345,36.9,0,0.92
Connecticut,CT,2020,CT2020,1,1,2017,10.200,0.488,89540,181.5852995,0.3575,41.1,0,0.91
Delaware,DE,2020,DE2020,1,1,2018,12.600,0.4815,78930,431.8971554,0.3955,41,0,0.91
Florida,FL,2020,FL2020,0,0,0,14.400,0.4865,65110,383.5954686,0.479,42.2,1,0.89
Georgia,GA,2020,GA2020,0,0,0,13.900,0.4825,66810,400.0927356,0.4885,36.9,1,0.88
Hawaii,HI,2020,HI2020,1,1,2018,13.000,0.4895,91110,254.1566987,0.8,39.4,0,0.93
Idaho,ID,2020,ID2020,0,0,0,22.900,0.499,75220,242.5950223,0.198,36.6,1,0.91
Illinois,IL,2020,IL2020,1,1,2016,10.800,0.4895,83790,425.9135827,0.4005,38.3,0,0.9
Indiana,IN,2020,IN2020,0,0,0,15.200,0.4915,75310,357.6782844,0.2235,37.8,1,0.89
Iowa,IA,2020,IA2020,0,0,0,17.400,0.497,77570,303.4871147,0.158,38.3,1,0.93
Kansas,KS,2020,KS2020,0,0,0,18.200,0.494,82380,425.0456019,0.2545,36.9,0,0.91
Kentucky,KY,2020,KY2020,0,0,0,17.900,0.4905,63980,259.0875517,0.1625,39,0,0.87
Louisiana,LA,2020,LA2020,0,0,0,13.800,0.4815,57700,639.4395389,0.419,37.2,0,0.86
Maine,ME,2020,ME2020,1,1,2019,17.300,0.4875,71800,108.5812519,0.084,44.8,0,0.93
Maryland,MD,2020,MD2020,1,1,2018,9.700,0.481,106900,399.8644606,0.51,38.8,1,0.91
Massachusetts,MA,2020,MA2020,1,1,2019,8.900,0.4875,98980,308.8093346,0.309,39.6,1,0.91
Michigan,MI,2020,MI2020,0,0,0,14.500,0.4915,72590,478.0087001,0.26,39.8,0,0.91
Mississippi,MS,2020,MS2020,0,0,0,13.800,0.478,50880,291.1568276,0.4375,37.7,1,0.85
Missouri,MO,2020,MO2020,0,0,0,18.300,0.488,70090,542.7089246,0.219,38.7,1,0.91
Montana,MT,2020,MT2020,0,0,0,27.800,0.503,63960,469.8415754,0.1505,40.1,0,0.94
Nebraska,NE,2020,NE2020,0,0,0,14.600,0.4975,81440,334.0813563,0.2245,36.6,1,0.92
Nevada,NV,2020,NV2020,1,1,2018,19.200,0.499,68950,460.2870573,0.5355,38.2,0,0.87
New Hampshire,NH,2020,NH2020,1,1,2019,17.100,0.497,100200,146.3834148,0.113,43,1,0.93
New Jersey,NJ,2020,NJ2020,1,1,2013,7.600,0.4885,96430,195.3645035,0.4665,40,0,0.9
New Mexico,NM,2020,NM2020,1,1,2017,24.500,0.489,57380,778.2771745,0.6425,38.1,0,0.87
New York,NY,2020,NY2020,1,1,2019,8.500,0.4855,77400,363.7576398,0.4565,39,0,0.87
North Carolina,NC,2020,NC2020,0,0,0,13.600,0.4815,68120,419.3165002,0.381,38.9,0,0.89
Ohio,OH,2020,OH2020,0,0,0,14.000,0.4895,68060,308.7601983,0.2235,39.5,1,0.91
Oklahoma,OK,2020,OK2020,0,0,0,21.800,0.4925,59150,458.578124,0.3605,36.7,1,0.89
Oregon,OR,2020,OR2020,1,1,2015,19.600,0.4945,86630,291.8773917,0.2645,39.5,0,0.91
Pennsylvania,PA,2020,PA2020,0,0,0,13.300,0.4895,79800,389.5174108,0.2505,40.9,0,0.91
Rhode Island,RI,2020,RI2020,1,1,2017,8.900,0.489,90380,230.8147097,0.303,40,0,0.89
South Carolina,SC,2020,SC2020,0,0,0,16.600,0.4795,68020,530.6781857,0.3675,39.7,1,0.88
South Dakota,SD,2020,SD2020,0,0,0,20.800,0.5055,79120,501.3906983,0.1895,37.2,1,0.92
Tennessee,TN,2020,TN2020,0,0,0,17.700,0.4855,61970,672.7038869,0.2705,38.8,1,0.88
Texas,TX,2020,TX2020,0,0,0,13.400,0.493,77110,446.459848,0.598,34.8,1,0.84
Vermont,VT,2020,VT2020,1,1,2016,18.800,0.495,75810,173.4186577,0.083,42.8,1,0.94
Washington,WA,2020,WA2020,1,1,2018,15.800,0.498,91710,293.6982005,0.3395,37.8,0,0.92
West Virginia,WV,2020,WV2020,0,0,0,19.800,0.493," 58,580.00 ",355.897,0.085,42.700,1,0.880
Wisconsin,WI,2020,WI2020,0,0,0,14.800,0.496," 73,780.00 ",234.232,0.199,39.600,0,0.926
Wyoming,WY,2020,WY2020,0,0,0,31.300,0.510," 75,980.00 ",323.369,0.175,38.000,1,0.940
Alabama,AL,2021,AL2021,0,0,0,15.800,0.481,61390,348.3274539,0.356,39.8,1,0.879
Alaska,AK,2021,AK2021,0,0,0,30.800,0.512,87490,759.0760874,0.421,35.6,1,0.933
Arizona,AZ,2021,AZ2021,0,0,0,19.500,0.495,76370,425.6369378,0.479,38.6,1,0.89
Arkansas,AR,2021,AR2021,0,0,0,20.600,0.49,54760,702.4485803,0.317,38.5,1,0.887
California,CA,2021,CA2021,1,1,2013,10.100,0.497,87960,481.1666027,0.658,37.6,0,0.844
Colorado,CO,2021,CO2021,1,1,2019,22.800,0.502,91610,480.3746909,0.347,37.6,0,0.924
Connecticut,CT,2021,CT2021,1,1,2017,10.000,0.489,87300,168.6006477,0.372,41.1,0,0.911
Delaware,DE,2021,DE2021,1,1,2018,13.600,0.481,74070,419.1849778,0.405,41.6,0,0.914
Florida,FL,2021,FL2021,0,0,0,14.000,0.488,64410,337.327136,0.488,42.8,1,0.898
Georgia,GA,2021,GA2021,0,0,0,15.300,0.483,66310,349.8414771,0.497,37.5,1,0.89
Hawaii,HI,2021,HI2021,1,1,2018,13.700,0.491,88630,273.9860443,0.804,40.2,0,0.929
Idaho,ID,2021,ID2021,0,0,0,20.500,0.499,82940,240.7691169,0.212,37.3,1,0.913
Illinois,IL,2021,IL2021,1,1,2016,11.100,0.492,85460,344.768903,0.41,39,0,0.902
Indiana,IN,2021,IN2021,0,0,0,16.400,0.493,75690,332.5881496,0.233,38.2,1,0.906
Iowa,IA,2021,IA2021,0,0,0,17.500,0.499,78100,295.0255638,0.169,38.5,1,0.933
Kansas,KS,2021,KS2021,0,0,0,19.400,0.498,81930,444.9062977,0.266,37.3,0,0.919
Kentucky,KY,2021,KY2021,0,0,0,17.900,0.491,59980,268.9617358,0.17,39.1,0,0.88
Louisiana,LA,2021,LA2021,0,0,0,14.800,0.482,61690,662.7480118,0.426,38,0,0.867
Maine,ME,2021,ME2021,1,1,2019,19.500,0.491,76710,112.9071373,0.1,44.7,0,0.945
Maryland,MD,2021,MD2021,1,1,2018,9.700,0.482,105000,435.1044034,0.519,39.3,1,0.911
Massachusetts,MA,2021,MA2021,1,1,2019,8.000,0.489,93340,301.0577007,0.323,39.9,1,0.911
Michigan,MI,2021,MI2021,0,0,0,14.300,0.493,69540,491.108148,0.269,40.2,0,0.92
Mississippi,MS,2021,MS2021,0,0,0,16.200,0.481,50290,255.3578706,0.441,38.6,1,0.865
Missouri,MO,2021,MO2021,0,0,0,18.700,0.489,68570,524.2938088,0.232,39.2,1,0.916
Montana,MT,2021,MT2021,0,0,0,32.000,0.507,70090,469.7950782,0.162,40.1,0,0.944
Nebraska,NE,2021,NE2021,0,0,0,15.000,0.498,84220,296.96153,0.234,37.2,1,0.922
Nevada,NV,2021,NV2021,1,1,2018,21.500,0.501,69380,431.9854869,0.549,38.7,0,0.872
New Hampshire,NH,2021,NH2021,1,1,2019,15.100,0.5,95800,129.7292622,0.124,43.1,1,0.944
New Jersey,NJ,2021,NJ2021,1,1,2013,7.100,0.49,95490,183.4599865,0.478,40.3,0,0.91
New Mexico,NM,2021,NM2021,1,1,2017,25.000,0.49,57650,820.8148905,0.652,39.1,0,0.875
New York,NY,2021,NY2021,1,1,2019,7.900,0.487,78630,308.3319888,0.465,39.8,0,0.88
North Carolina,NC,2021,NC2021,0,0,0,13.200,0.483,67820,419.5389217,0.389,39.4,0,0.897
Ohio,OH,2021,OH2021,0,0,0,14.600,0.49,67600,317.4083174,0.233,39.6,1,0.917
Oklahoma,OK,2021,OK2021,0,0,0,22.100,0.495,64800,438.0359413,0.371,37.2,1,0.887
Oregon,OR,2021,OR2021,1,1,2015,19.500,0.497,88260,341.2822542,0.279,40.1,0,0.919
Pennsylvania,PA,2021,PA2021,0,0,0,13.900,0.492,78310,281.7693956,0.261,40.9,0,0.919
Rhode Island,RI,2021,RI2021,1,1,2017,10.300,0.489,80850,200.4585295,0.311,40.6,0,0.891
South Carolina,SC,2021,SC2021,0,0,0,15.200,0.482,67440,513.8384978,0.372,40.2,1,0.896
South Dakota,SD,2021,SD2021,0,0,0,23.200,0.507,79680,391.7809687,0.198,37.6,1,0.931
Tennessee,TN,2021,TN2021,0,0,0,17.000,0.487,67030,671.7945178,0.277,39.2,1,0.897
Texas,TX,2021,TX2021,0,0,0,14.200,0.495,72680,453.0248524,0.607,35.5,1,0.854
Vermont,VT,2021,VT2021,1,1,2016,20.300,0.496,82040,193.9805741,0.094,42.9,1,0.945
Washington,WA,2021,WA2021,1,1,2018,15.300,0.499,94510,335.7170402,0.354,38.2,0,0.923
West Virginia,WV,2021,WV2021,0,0,0,20.600,0.494," 50,500.00 ",291.511,0.094,42.800,1,0.888
Wisconsin,WI,2021,WI2021,0,0,0,15.100,0.499," 75,420.00 ",325.403,0.207,40.100,0,0.933
Wyoming,WY,2021,WY2021,0,0,0,32.300,0.510," 76,620.00 ",223.820,0.207,39.000,1,0.936